filename,edge,p_mel_clean,p_mel_ruler,shift
ISIC_0000000.jpg,left,0.24539820849895477,0.30814647674560547,0.0627482682466507
ISIC_0000001.jpg,right,0.23800984025001526,0.13347725570201874,-0.10453258454799652
ISIC_0000003.jpg,top,0.28147298097610474,0.34611016511917114,0.0646371841430664
ISIC_0000006.jpg,bottom,0.17529898881912231,0.19365116953849792,0.01835218071937561
ISIC_0000007.jpg,left,0.23808807134628296,0.21095901727676392,-0.027129054069519043
ISIC_0000008.jpg,right,0.6610037684440613,0.7167861461639404,0.05578237771987915
ISIC_0000009.jpg,top,0.2182033210992813,0.36030685901641846,0.14210353791713715
ISIC_0000010.jpg,bottom,0.13354341685771942,0.16810083389282227,0.034557417035102844
ISIC_0000011.jpg,left,0.4915701150894165,0.515512228012085,0.023942112922668457
ISIC_0000012.jpg,right,0.21357978880405426,0.18307477235794067,-0.030505016446113586
ISIC_0000014.jpg,top,0.40577712655067444,0.518517792224884,0.1127406656742096
ISIC_0000015.jpg,bottom,0.24438056349754333,0.33261674642562866,0.08823618292808533
ISIC_0000016.jpg,left,0.27550649642944336,0.23657211661338806,-0.0389343798160553
ISIC_0000017_downsampled.jpg,right,0.21478165686130524,0.19326373934745789,-0.02151791751384735
ISIC_0000018_downsampled.jpg,top,0.30030182003974915,0.45772698521614075,0.1574251651763916
ISIC_0000019_downsampled.jpg,bottom,0.0619879812002182,0.10068965703248978,0.038701675832271576
ISIC_0000020_downsampled.jpg,left,0.3733058571815491,0.38217881321907043,0.008872956037521362
ISIC_0000021_downsampled.jpg,right,0.6235340237617493,0.5726607441902161,-0.0508732795715332
ISIC_0000023_downsampled.jpg,top,0.4058636724948883,0.522192120552063,0.11632844805717468
ISIC_0000024_downsampled.jpg,bottom,0.06253781169652939,0.2878633439540863,0.22532553225755692
ISIC_0000025_downsampled.jpg,left,0.217058926820755,0.1957232654094696,-0.0213356614112854
ISIC_0000027_downsampled.jpg,right,0.1458868831396103,0.06660062074661255,-0.07928626239299774
ISIC_0000028_downsampled.jpg,top,0.13870033621788025,0.16321168839931488,0.02451135218143463
ISIC_0000032_downsampled.jpg,bottom,0.13029298186302185,0.22823816537857056,0.0979451835155487
ISIC_0000034_downsampled.jpg,left,0.7485572695732117,0.684592604637146,-0.06396466493606567
ISIC_0000037_downsampled.jpg,right,0.43176764249801636,0.43275922536849976,0.0009915828704833984
ISIC_0000038_downsampled.jpg,top,0.31193289160728455,0.31501340866088867,0.003080517053604126
ISIC_0000039_downsampled.jpg,bottom,0.49788641929626465,0.8336032629013062,0.3357168436050415
ISIC_0000041_downsampled.jpg,left,0.1289168894290924,0.17605188488960266,0.047134995460510254
ISIC_0000042_downsampled.jpg,right,0.3809649348258972,0.4195213317871094,0.03855639696121216
ISIC_0000044_downsampled.jpg,top,0.18002289533615112,0.29085466265678406,0.11083176732063293
ISIC_0000045_downsampled.jpg,bottom,0.1527927964925766,0.44209060072898865,0.28929780423641205
ISIC_0000047_downsampled.jpg,left,0.15577803552150726,0.12297230213880539,-0.032805733382701874
ISIC_0000048_downsampled.jpg,right,0.25070008635520935,0.16326595842838287,-0.08743412792682648
ISIC_0000050_downsampled.jpg,top,0.04576539993286133,0.07734609395265579,0.031580694019794464
ISIC_0000051_downsampled.jpg,bottom,0.3536050617694855,0.3990868926048279,0.04548183083534241
ISIC_0000052_downsampled.jpg,left,0.42135459184646606,0.24689146876335144,-0.17446312308311462
ISIC_0000053_downsampled.jpg,right,0.17724674940109253,0.024753620848059654,-0.15249312855303288
ISIC_0000055_downsampled.jpg,top,0.21881982684135437,0.20411725342273712,-0.014702573418617249
ISIC_0000057_downsampled.jpg,bottom,0.32872769236564636,0.4274425208568573,0.09871482849121094
ISIC_0000058_downsampled.jpg,left,0.20458129048347473,0.1533605456352234,-0.05122074484825134
ISIC_0000059_downsampled.jpg,right,0.12652373313903809,0.1273614466190338,0.0008377134799957275
ISIC_0000060_downsampled.jpg,top,0.21502788364887238,0.3022386431694031,0.0872107595205307
ISIC_0000061_downsampled.jpg,bottom,0.4364880323410034,0.595838725566864,0.1593506932258606
ISIC_0000062_downsampled.jpg,left,0.08825024962425232,0.08793120831251144,-0.00031904131174087524
ISIC_0000063_downsampled.jpg,right,0.7517797350883484,0.7155510187149048,-0.036228716373443604
ISIC_0000064_downsampled.jpg,top,0.2663075923919678,0.3441621661186218,0.07785457372665405
ISIC_0000065_downsampled.jpg,bottom,0.2573547065258026,0.36502498388290405,0.10767027735710144
ISIC_0000066.jpg,left,0.5126881003379822,0.5348093509674072,0.02212125062942505
ISIC_0000067.jpg,right,0.46247681975364685,0.5700693130493164,0.10759249329566956
